Id,Label,그룹,timeset,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,clustering,triangles,eigencentrality,원문,번역,
G01N29,G01N29,,,19,21427.62772,7,0.308751,0.329296,0.000445,20,0.601307,92,0.030532,,,
Y02P30,Y02P30,,,14,5529.970146,8,0.258183,0.276248,0.000243,15,0.666667,52,0.010761,,,
C07C11,C07C11,,,14,4133.028488,8,0.242192,0.258026,0,15,1,78,0.015083,,,
C10G1,C10G1,,,14,2066.514244,8,0.242192,0.258026,0,15,1,78,0.015083,,,
C10L10,C10L10,,,25,7051.293098,8,0.276468,0.298006,0.000321,15,0.652174,180,0.032373,,,
C10L2230,C10L2230,,,18,8139.836502,8,0.275874,0.295699,0.000044,15,0.852941,116,0.026396,,,
C10L2250,C10L2250,,,18,5583.402336,8,0.275874,0.295699,0.000044,15,0.852941,116,0.026396,,,
C10L2290,C10L2290,,,22,4292.788719,8,0.255896,0.275123,0.00009,15,0.738095,155,0.025124,,,
B01J2229,B01J2229,,,15,101347.6545,8,0.257752,0.275404,0.000023,15,0.802198,73,0.014433,,,
B01J2523,B01J2523,,,12,16762.85599,8,0.257035,0.273746,0,15,1,55,0.012981,,,
C10G35,C10G35,,,9,20054.57379,8,0.241005,0.254917,0,15,1,28,0.007672,,,
C10G45,C10G45,,,9,5013.643448,8,0.241005,0.254917,0,15,1,28,0.007672,,,
B01J2231,B01J2231,,,11,2155.587631,7,0.272267,0.289721,0.00002,23,0.822222,37,0.014864,,,
B01J2531,B01J2531,,,9,4995.73999,7,0.270103,0.286937,0,23,1,28,0.013184,,,
B01J31,B01J31,,,11,3738.984161,7,0.272267,0.289721,0.00002,23,0.822222,37,0.014864,,,
C08J2367,C08J2367,,,45,10878.94332,6,0.339653,0.369249,0.00552,23,0.305497,289,0.149699,,,
C07C29,C07C29,,,16,2514.513489,8,0.24311,0.259548,0.000022,15,0.752381,79,0.01503,,,
C07C31,C07C31,,,5,818.384132,8,0.239556,0.251766,0,15,1,6,0.004046,,,
C10G27,C10G27,,,13,1826.111481,8,0.23034,0.244795,0,15,1,66,0.011559,,,
C10G29,C10G29,,,13,1826.111481,8,0.23034,0.244795,0,15,1,66,0.011559,,,
C12M47,C12M47,,,11,2544.525269,8,0.289962,0.309015,0,13,0.977778,44,0.023756,,,
G01N15,G01N15,,,14,18775.93997,8,0.301382,0.322862,0.000064,13,0.782051,61,0.03425,,,
G01N2015,G01N2015,,,14,11783.78192,8,0.301382,0.322862,0.000064,13,0.782051,61,0.03425,,,
G01N2035,G01N2035,,,10,2033.107262,8,0.270482,0.285757,0,13,1,36,0.012872,,,
G01N35,G01N35,,,10,8327.759491,8,0.270482,0.285757,0,13,1,36,0.012872,,,
G01N22,G01N22,,,6,1229.99205,8,0.265541,0.280954,0,9,1,10,0.006875,,,
B02C23,B02C23,,,5,3927.894012,7,0.285661,0.302871,0,19,0.666667,4,0.026237,,,
H05K2203,H05K2203,,,69,64970.78125,7,0.36251,0.398378,0.002111,19,0.278314,634,0.293508,,,
B05C17,B05C17,,,18,4131.217628,7,0.304119,0.325062,0.000315,20,0.463235,63,0.046665,,,
B05C5,B05C5,,,4,695.264427,8,0.261337,0.273854,0,11,1,3,0.006095,,,
B29C2793,B29C2793,,,10,6292.417542,8,0.281417,0.299257,0,20,0.972222,35,0.025533,,,
B29C45,B29C45,,,71,22239.88646,6,0.364914,0.399055,0.007521,11,0.219462,530,0.295447,,,
B29C63,B29C63,,,14,7713.344185,8,0.298425,0.318549,0.000028,19,0.692308,54,0.037176,,,
B29D99,B29D99,,,34,10002.36638,7,0.317401,0.342248,0.000172,20,0.573864,303,0.093138,,,
B32B38,B32B38,,,61,26873.4446,7,0.343031,0.376065,0.001069,11,0.40339,714,0.327148,,,
B65D35,B65D35,,,8,1797.756058,7,0.294996,0.31317,0,30,0.952381,20,0.025084,,,
B05D1,B05D1,,,26,11382.68501,7,0.325676,0.352943,0.000931,16,0.406667,122,0.088825,,,
B05D2202,B05D2202,,,8,1014.319901,7,0.263692,0.27763,0,24,1,21,0.009251,,,
B05D2518,B05D2518,,,7,838.470779,7,0.279681,0.295591,0,19,1,15,0.015483,,,
B05D3,B05D3,,,23,3968.354271,6,0.305769,0.328869,0.000469,24,0.393939,91,0.051031,,,
B05D5,B05D5,,,28,6183.146492,6,0.330568,0.357839,0.000954,16,0.410256,144,0.094219,,,
B41C1,B41C1,,,22,4022.001877,7,0.32467,0.349684,0.000494,19,0.47619,100,0.07876,,,
B41F5,B41F5,,,13,2647.67569,7,0.309786,0.331942,0,19,0.939394,62,0.058784,,,
B41M2205,B41M2205,,,8,1014.319901,7,0.263692,0.27763,0,24,1,21,0.009251,,,
B41M5,B41M5,,,48,38073.76977,6,0.348672,0.380261,0.004889,24,0.227567,246,0.129856,,,
B41M7,B41M7,,,23,10982.15962,6,0.3036,0.325992,0.000693,24,0.411255,95,0.046744,,,
B41N1,B41N1,,,15,3365.339973,7,0.311414,0.333572,0.000649,19,0.736264,67,0.059565,,,
B41P2200,B41P2200,,,24,4783.011353,7,0.315452,0.339443,0.005001,19,0.422925,107,0.066487,,,
C23C18,C23C18,,,26,50442.47797,7,0.323942,0.351479,0.000121,19,0.666667,200,0.12536,,,
H01M10,H01M10,,,62,107647.3919,6,0.354339,0.386471,0.003997,16,0.251913,461,0.166026,,,
H01M2004,H01M2004,,,32,34197.28665,7,0.311792,0.335383,0.000281,16,0.492473,229,0.060262,,,
B32B17,B32B17,,,87,61389.12888,7,0.380599,0.418031,0.006572,11,0.250342,915,0.453452,,,
C03C17,C03C17,,,24,11222.47221,7,0.324488,0.348523,0.000551,11,0.41502,105,0.094315,,,
C03C2217,C03C2217,,,18,4196.026291,7,0.295713,0.315802,0.004035,19,0.433824,59,0.034021,,,
C03C2218,C03C2218,,,8,1957.143494,7,0.28552,0.301249,0,24,1,21,0.015707,,,
C08K2003,C08K2003,,,75,23304.78648,6,0.348357,0.383341,0.00395,23,0.226583,612,0.191008,,,
C08K3,C08K3,3,,135,55742.11316,6,0.377306,0.422342,0.027703,23,0.133206,1187,0.373964,Use of inorganic substances as compounding ingredients,무기 배합 성분의 사용,
C09D1,C09D1,,,8,978.571747,7,0.28552,0.301249,0,24,1,21,0.015707,,,
C09D123,C09D123,,,10,3265.720642,6,0.291095,0.309592,0,24,0.972222,35,0.023598,,,
C09J2401,C09J2401,,,10,1632.860321,6,0.291095,0.309592,0,24,0.972222,35,0.023598,,,
C09J5,C09J5,,,37,7852.03479,6,0.331707,0.358993,0.001052,19,0.306349,193,0.1315,,,
B06B1,B06B1,,,13,6443.197819,8,0.303679,0.325667,0.000107,13,0.681818,45,0.051915,,,
H04R17,H04R17,,,17,5764.010605,8,0.305769,0.329295,0.000394,13,0.491667,59,0.047312,,,
H04R2201,H04R2201,,,11,4061.2957,8,0.270356,0.285259,0.00002,13,0.733333,33,0.012454,,,
H04R2217,H04R2217,,,9,2088.937202,8,0.270292,0.284826,0,13,1,28,0.011836,,,
H04R2499,H04R2499,,,34,9657.647602,7,0.327894,0.35285,0.001131,13,0.388258,205,0.091557,,,
B08B13,B08B13,,,4,353.618423,8,0.23367,0.242381,0,23,1,3,0.001366,,,
G03G15,G03G15,,,31,40692.761,6,0.327383,0.353289,0.003783,24,0.236782,103,0.07504,,,
G03G21,G03G21,,,12,20726.52069,6,0.292088,0.310616,0.00035,24,0.472727,26,0.018948,,,
G03G2215,G03G2215,,,9,11536.6005,7,0.261721,0.275178,0.00007,24,0.642857,18,0.005557,,,
G03G2221,G03G2221,,,6,5452.917809,7,0.252403,0.263419,0,24,1,10,0.003405,,,
C01G53,C01G53,,,12,5050.367416,7,0.298772,0.317187,0.000005,16,0.927273,51,0.032215,,,
C01P2006,C01P2006,,,48,22586.48114,7,0.341258,0.370339,0.002126,16,0.353377,382,0.177015,,,
H01L21,H01L21,,,86,149869.0197,7,0.361602,0.398681,0.008798,19,0.20028,715,0.293511,,,
H01L27,H01L27,,,128,178626.5534,6,0.397626,0.440084,0.014072,19,0.180727,1446,0.584959,"Devices consisting of a plurality of semiconductor or other solid-state components formed in or on a common substrate (details thereof H01L23/00, H01L29/00 - H01L51/00; assemblies consisting of a plurality of individual solid state devices H01L25/00) ","공통 기판 내에 또는 위에 형성된 복수의 반도체 또는 기타 고체 상태 구성 부품으로 구성된 장치 (그것의 세부 H01L23/00, H01L29/00 - H01L51/00; 복수의 개별 고체 상태 장치로 구성된 조립체 H01L25/00)",
H01L29,H01L29,,,35,59630.81969,7,0.326274,0.351645,0.00073,19,0.409982,230,0.140492,,,
B65G45,B65G45,,,5,544.570381,8,0.268815,0.282782,0,19,1,6,0.006686,,,
B09B1,B09B1,,,10,2098.042847,7,0.308092,0.327796,0,11,0.888889,32,0.078329,,,
E02D31,E02D31,,,10,2098.042847,7,0.308092,0.327796,0,11,0.888889,32,0.078329,,,
B21D22,B21D22,,,10,1633.864479,7,0.301382,0.320959,0,16,0.916667,33,0.029356,,,
B29C51,B29C51,,,18,4978.152573,7,0.308133,0.330183,0.001304,16,0.507353,69,0.037267,,,
B65B49,B65B49,,,10,1633.864479,7,0.301382,0.320959,0,16,0.916667,33,0.029356,,,
H01M50,H01M50,,,27,46554.43071,7,0.323126,0.348609,0.000352,16,0.535385,174,0.087183,,,
B21J15,B21J15,,,2,1224.891846,0,0,0,0,17,0,0,0.000182,,,
B22D23,B22D23,,,9,1311.496292,7,0.273232,0.288271,0,20,0.964286,27,0.015702,,,
B28B1,B28B1,,,19,4169.94606,7,0.299004,0.317915,0.000331,20,0.464052,71,0.037204,,,
B28B17,B28B17,,,9,1311.496292,7,0.273232,0.288271,0,20,0.964286,27,0.015702,,,
B22F1,B22F1,,,43,21546.70931,6,0.34232,0.370828,0.006203,19,0.28223,243,0.131285,,,
B22F10,B22F10,,,22,18167.36704,7,0.315065,0.335397,0.000145,20,0.609524,128,0.049399,,,
B22F12,B22F12,,,17,6432.253456,7,0.303639,0.321233,0.000044,20,0.791667,95,0.030972,,,
B22F2009,B22F2009,,,11,2081.799484,7,0.297197,0.315629,0,19,0.933333,42,0.046049,,,
B22F2301,B22F2301,,,24,8582.206192,7,0.319067,0.343352,0.001321,19,0.482213,122,0.074361,,,
B22F2303,B22F2303,,,11,3773.765228,7,0.286263,0.303366,0,19,0.977778,44,0.024955,,,
B22F2304,B22F2304,,,16,5567.752258,7,0.306377,0.327175,0.000041,19,0.761905,80,0.061506,,,
B22F2999,B22F2999,,,25,6621.236435,7,0.310451,0.331084,0.000207,20,0.547101,151,0.047606,,,
B22F3,B22F3,,,16,2683.164253,7,0.307559,0.328286,0.000078,19,0.561905,59,0.059598,,,
B22F7,B22F7,,,9,2848.0681,7,0.298001,0.315701,0,19,0.892857,25,0.044524,,,
B22F9,B22F9,,,16,5753.088593,7,0.306377,0.327175,0.000041,19,0.761905,80,0.061506,,,
B23K35,B23K35,,,5,1852.280945,7,0.255105,0.266169,0,19,1,6,0.003376,,,
B82Y40,B82Y40,,,85,17808.09784,6,0.365665,0.40432,0.00502,19,0.244119,851,0.405375,,,
C08K2201,C08K2201,,,73,21252.27241,6,0.354231,0.388295,0.003861,23,0.241002,616,0.197393,,,
C08K5,C08K5,,,114,46616.61413,6,0.367409,0.409246,0.012978,23,0.152023,962,0.387399,Use of organic ingredients,유기 배합 성분의 사용,
C08K9,C08K9,,,28,4524.276642,6,0.326274,0.350512,0.000809,23,0.415954,146,0.083154,,,
C08L2203,C08L2203,,,104,23839.3551,6,0.376446,0.417027,0.011023,23,0.175519,922,0.383072,Applications,적용,
C08L67,C08L67,,,63,11026.33779,6,0.355101,0.388959,0.004051,23,0.26018,492,0.25197,,,
C09D11,C09D11,,,49,70996.29976,6,0.337865,0.36878,0.003677,24,0.246454,278,0.146897,,,
C22C1,C22C1,,,16,4861.255806,7,0.297541,0.317115,0.000109,19,0.571429,60,0.037267,,,
C22C19,C22C19,,,5,926.140472,7,0.255105,0.266169,0,19,1,6,0.003376,,,
C22C2200,C22C2200,,,8,1157.21212,7,0.268253,0.282834,0,15,1,21,0.010483,,,
C22C29,C22C29,,,5,2778.421448,7,0.255105,0.266169,0,19,1,6,0.003376,,,
C22C38,C22C38,,,8,1157.21212,7,0.268253,0.282834,0,15,1,21,0.010483,,,
H01L2224,H01L2224,,,61,416976.7268,7,0.353472,0.38671,0.002275,19,0.285311,505,0.228516,,,
Y02P10,Y02P10,,,22,8602.977356,7,0.315065,0.335397,0.000145,20,0.609524,128,0.049399,,,
B22F2202,B22F2202,,,13,5898.379623,7,0.284081,0.30016,0,20,0.984848,65,0.01755,,,
B22F2203,B22F2203,,,13,2949.189812,7,0.284081,0.30016,0,20,0.984848,65,0.01755,,,
G08B5,G08B5,,,39,7462.297974,7,0.330379,0.358251,0.002871,20,0.268848,189,0.079554,,,
B23D51,B23D51,,,5,952.693665,1,1,1,0,18,1,6,0.000869,,,
B23D61,B23D61,,,5,952.693665,1,1,1,0,18,1,6,0.000869,,,
B27B21,B27B21,,,5,1905.387329,1,1,1,0,18,1,6,0.000869,,,
F41B5,F41B5,,,5,2858.081055,1,1,1,0,18,1,6,0.000869,,,
B23K1,B23K1,,,18,13975.2849,7,0.301382,0.322827,0.000027,19,0.735294,100,0.078373,,,
B23K2101,B23K2101,,,13,2865.738686,7,0.297924,0.318283,0.000008,19,0.742424,49,0.058886,,,
B23K2103,B23K2103,,,13,4595.148849,7,0.297924,0.318283,0.000008,19,0.742424,49,0.058886,,,
B23K3,B23K3,,,12,4543.142891,7,0.290619,0.308143,0,19,0.981818,54,0.040436,,,
G06N10,G06N10,,,17,5723.855564,7,0.301579,0.322134,0.000092,19,0.583333,70,0.062109,,,
H01L2021,H01L2021,,,12,13629.42889,7,0.290619,0.308143,0,19,0.981818,54,0.040436,,,
H01L23,H01L23,,,81,206620.8139,7,0.372922,0.410191,0.004421,19,0.270253,854,0.399679,,,
H01L24,H01L24,,,61,189982.3287,7,0.360925,0.395111,0.00143,19,0.338983,600,0.270836,,,
H01L2924,H01L2924,,,54,123210.7658,7,0.347623,0.379736,0.00125,19,0.327286,451,0.208399,,,
H01L39,H01L39,,,12,9086.285782,7,0.290619,0.308143,0,19,0.981818,54,0.040436,,,
B23K20,B23K20,,,12,2186.662567,8,0.30344,0.325314,0.000008,19,0.636364,35,0.061952,,,
G09G2300,G09G2300,,,38,56408.02932,7,0.338707,0.369235,0.000415,19,0.551051,367,0.214614,,,
G09G2310,G09G2310,,,32,26639.60062,7,0.334394,0.363228,0.000326,19,0.537634,250,0.168878,,,
G09G3,G09G3,,,50,68925.00212,7,0.350683,0.384423,0.000961,19,0.414116,487,0.259289,,,
H01L2221,H01L2221,,,34,33668.37305,7,0.322046,0.348148,0.00023,19,0.439394,232,0.1309,,,
B23K26,B23K26,,,23,9291.074066,7,0.328594,0.355359,0.000705,24,0.359307,83,0.094783,,,
B28D5,B28D5,,,16,4525.30043,7,0.295072,0.31555,0.000037,19,0.590476,62,0.046725,,,
B41J11,B41J11,,,33,36829.25083,7,0.313824,0.338188,0.005692,24,0.296371,147,0.044428,,,
G06K1,G06K1,,,10,3586.806969,7,0.303959,0.323447,0.000036,24,0.833333,30,0.024482,,,
G06K15,G06K15,,,11,7343.58007,7,0.304039,0.323735,0.000072,24,0.711111,32,0.024888,,,
H01L2251,H01L2251,,,78,51794.14235,6,0.379412,0.416198,0.001931,19,0.350649,1026,0.471856,,,
H01L51,H01L51,,,117,215131.4481,6,0.394705,0.436095,0.011702,19,0.198051,1321,0.547132,"Solid state devices using organic materials as the active part, or using a combination of organic materials with other materials as the active part; Processes or apparatus specially adapted for the manufacture or treatment of such devices, or of parts the","능동 부품으로서 유기물질 또는 능동부품으로서 다른 물질과 유기물질의 조합을 사용하는 고체상태 장치; 그러한 장치 또는 그 부품의 제조 또는 처리에 특히 적합한 방법 또는 장치 (하나의 공통 기판내 또는 기판상에 형성된 복수의 구성부품으로 되는 장치 H01L27/28; 유기 물질을 사용한 열전장치 H01L35/00, H01L37/00; 유기 물질을 사용한 압전 소자, 전왜소자 또는 자왜소자 H01L41/00)",
B23P15,B23P15,,,6,809.905014,10,0.187963,0.193503,0,29,1,10,0.001216,,,
F16B11,F16B11,,,6,809.905014,10,0.187963,0.193503,0,29,1,10,0.001216,,,
F16B7,F16B7,,,10,1522.958786,9,0.231378,0.241218,0.003198,29,0.555556,20,0.002697,,,
F16L37,F16L37,,,6,809.905014,10,0.187963,0.193503,0,29,1,10,0.001216,,,
F16L41,F16L41,,,6,1619.810028,10,0.187963,0.193503,0,29,1,10,0.001216,,,
B23P19,B23P19,,,4,614.474785,8,0.265632,0.278429,0,11,1,3,0.006479,,,
B29C65,B29C65,,,60,84159.81322,7,0.342573,0.37494,0.002235,20,0.347165,594,0.274156,,,
G01J1,G01J1,,,18,18806.34377,7,0.322225,0.346208,0.000369,11,0.411765,56,0.069396,,,
B23Q1,B23Q1,,,3,199.49424,7,0.283037,0.296662,0,19,0,0,0.00977,,,
B24B9,B24B9,,,5,667.085594,8,0.278602,0.294043,0,19,0.833333,5,0.013229,,,
B24C1,B24C1,,,8,1262.507584,7,0.28328,0.299366,0,19,0.952381,20,0.019652,,,
C03C15,C03C15,,,12,2116.452965,7,0.289635,0.307198,0.000073,19,0.618182,34,0.031382,,,
C03C2204,C03C2204,,,8,1262.507584,7,0.28328,0.299366,0,19,0.952381,20,0.019652,,,
B25D17,B25D17,,,8,2449.78363,1,1,1,0,21,1,21,0.001814,,,
B25D2217,B25D2217,,,8,2449.78363,1,1,1,0,21,1,21,0.001814,,,
B25D2222,B25D2222,,,8,1224.891815,1,1,1,0,21,1,21,0.001814,,,
B25D2250,B25D2250,,,8,1224.891815,1,1,1,0,21,1,21,0.001814,,,
B25F5,B25F5,,,8,1224.891815,1,1,1,0,21,1,21,0.001814,,,
E01C23,E01C23,,,8,1224.891815,1,1,1,0,21,1,21,0.001814,,,
E04G23,E04G23,,,8,1224.891815,1,1,1,0,21,1,21,0.001814,,,
B25J11,B25J11,,,13,2199.623383,7,0.312762,0.334625,0.000317,19,0.606061,40,0.056678,,,
B25J13,B25J13,,,19,4561.046646,7,0.317053,0.339948,0.000562,19,0.496732,76,0.07386,,,
B25J15,B25J15,,,14,5146.645447,7,0.295147,0.313018,0.000891,19,0.423077,33,0.034902,,,
H05K13,H05K13,,,21,11788.03054,7,0.327708,0.353232,0.000561,19,0.415789,79,0.097065,,,
B25J19,B25J19,,,10,1605.910927,8,0.299896,0.319883,0.000037,19,0.777778,28,0.034557,,,
B25J5,B25J5,,,9,1333.060471,8,0.299702,0.31945,0,19,0.928571,26,0.033742,,,
B25J9,B25J9,,,9,1333.060471,8,0.299702,0.31945,0,19,0.928571,26,0.033742,,,
G01C21,G01C21,,,29,18331.52767,8,0.311539,0.337898,0.000144,26,0.47619,180,0.10312,,,
H01L2933,H01L2933,,,54,36535.31165,7,0.347258,0.380601,0.001763,19,0.430334,593,0.275991,,,
H02N13,H02N13,,,3,475.781342,8,0.227909,0.235589,0,19,1,1,0.001018,,,
B26B27,B26B27,,,3,272.198181,1,1,1,0,22,1,1,0.000386,,,
B26B29,B26B29,,,3,272.198181,1,1,1,0,22,1,1,0.000386,,,
D21B1,D21B1,,,6,1777.649872,8,0.262494,0.275996,0,11,1,10,0.006489,,,
D21F9,D21F9,,,6,888.824936,8,0.262494,0.275996,0,11,1,10,0.006489,,,
B28B11,B28B11,,,8,1392.158066,7,0.263152,0.276805,0,11,1,21,0.014806,,,
B41M3,B41M3,,,22,5030.629143,7,0.316272,0.340308,0.000604,24,0.390476,82,0.054943,,,
C04B14,C04B14,,,30,13147.00732,7,0.31041,0.333709,0.000373,11,0.6133,249,0.120758,,,
C04B2111,C04B2111,,,40,22338.88371,6,0.324989,0.352488,0.001002,11,0.453441,336,0.157458,,,
C04B2201,C04B2201,,,30,28599.41957,7,0.31041,0.333709,0.000373,11,0.6133,249,0.120758,,,
C04B28,C04B28,,,39,17908.96149,7,0.31964,0.346157,0.000778,11,0.465149,327,0.139976,,,
C09J2203,C09J2203,,,24,6918.87096,7,0.343388,0.370115,0.000107,19,0.612648,155,0.148684,,,
C09J2301,C09J2301,,,55,41310.10134,7,0.357021,0.389111,0.001533,11,0.379455,543,0.280662,,,
C09J2467,C09J2467,,,15,4024.392052,7,0.299741,0.31991,0.00004,19,0.648352,59,0.047004,,,
C09J7,C09J7,,,91,60098.46841,7,0.370234,0.40911,0.006784,11,0.222222,890,0.409865,,,
H01L2223,H01L2223,,,25,19246.72984,7,0.323307,0.347369,0.000142,19,0.554348,153,0.109458,,,
B29B13,B29B13,,,11,3968.343185,7,0.290144,0.308752,0,20,0.977778,44,0.024045,,,
B29B2009,B29B2009,,,11,1984.171593,7,0.290144,0.308752,0,20,0.977778,44,0.024045,,,
B29B9,B29B9,,,11,5952.514771,7,0.290144,0.308752,0,20,0.977778,44,0.024045,,,
B29C2791,B29C2791,,,11,1984.171593,7,0.290144,0.308752,0,20,0.977778,44,0.024045,,,
B29K2067,B29K2067,,,41,9888.56678,6,0.342421,0.37028,0.001228,11,0.410256,320,0.211439,,,
C08K7,C08K7,,,11,1984.171593,7,0.290144,0.308752,0,20,0.977778,44,0.024045,,,
C09K19,C09K19,,,20,3305.824867,6,0.316142,0.339463,0.000229,20,0.51462,88,0.068901,,,
C07C51,C07C51,,,9,6260.071411,7,0.261337,0.275463,0.0008,23,0.785714,22,0.009581,,,
C08J2325,C08J2325,,,21,3510.514404,7,0.299081,0.322751,0.000253,23,0.473684,90,0.041477,,,
C08J2327,C08J2327,,,32,6094.171677,7,0.304761,0.330836,0.000848,23,0.374194,174,0.059736,,,
Y02E50,Y02E50,,,8,1448.458832,7,0.261307,0.275247,0,23,1,21,0.009385,,,
B29B2911,B29B2911,,,10,10564.56377,7,0.297771,0.316112,0.000076,30,0.583333,21,0.023574,,,
B29C2049,B29C2049,,,6,5558.403229,7,0.279579,0.295393,0.000001,30,0.8,8,0.014118,,,
B29C49,B29C49,,,16,7623.113892,7,0.302645,0.323512,0.000058,30,0.704762,74,0.041095,,,
B65D88,B65D88,,,6,572.365875,7,0.281658,0.295829,0,11,1,10,0.011872,,,
B29B7,B29B7,,,5,19709.56824,7,0.265388,0.277951,0,20,1,6,0.008319,,,
B29C2043,B29C2043,,,11,9008.984314,8,0.293759,0.312505,0,20,0.955556,43,0.026724,,,
B29C33,B29C33,,,11,9008.984314,8,0.293759,0.312505,0,20,0.955556,43,0.026724,,,
B29C70,B29C70,,,49,32284.53594,7,0.343796,0.373577,0.004127,20,0.269504,304,0.19274,,,
B64C1,B64C1,,,11,2252.246078,8,0.293759,0.312505,0,20,0.955556,43,0.026724,,,
B64C2001,B64C2001,,,11,2252.246078,8,0.293759,0.312505,0,20,0.955556,43,0.026724,,,
B64C3,B64C3,,,11,2252.246078,8,0.293759,0.312505,0,20,0.955556,43,0.026724,,,
B64F5,B64F5,,,11,2252.246078,8,0.293759,0.312505,0,20,0.955556,43,0.026724,,,
B29C2045,B29C2045,,,6,1588.184631,7,0.280189,0.296085,0,11,0.9,9,0.015727,,,
B29K2705,B29K2705,,,6,909.568878,7,0.280189,0.296085,0,11,0.9,9,0.015727,,,
B29C2795,B29C2795,,,7,783.351837,8,0.247034,0.258943,0,24,1,15,0.005336,,,
B44C1,B44C1,,,22,8142.182785,7,0.317882,0.340553,0.001644,24,0.419048,88,0.052238,,,
B44C5,B44C5,,,26,4306.324364,7,0.317227,0.34108,0.001759,11,0.663333,199,0.156461,,,
B44D3,B44D3,,,7,783.351837,8,0.247034,0.258943,0,24,1,15,0.005336,,,
B44F7,B44F7,,,7,783.351837,8,0.247034,0.258943,0,24,1,15,0.005336,,,
B29K2101,B29K2101,,,32,9332.909592,7,0.324533,0.350535,0.000257,20,0.630108,293,0.117984,,,
B29K2307,B29K2307,,,6,1608.350937,7,0.26551,0.27943,0,20,1,10,0.012862,,,
B32B21,B32B21,,,41,42156.72594,7,0.317576,0.344498,0.000065,11,0.584615,456,0.239778,,,
B32B2451,B32B2451,,,30,7098.925064,7,0.32632,0.353138,0.000058,11,0.697044,283,0.201485,,,
B32B2605,B32B2605,,,103,31988.59576,7,0.34883,0.390676,0.002874,11,0.247525,1275,0.482737,Vehicles,차량,
B32B33,B32B33,,,44,9963.055061,7,0.332709,0.361836,0.0002,11,0.528239,477,0.270041,,,
B32B9,B32B9,,,74,49823.83501,6,0.358017,0.392947,0.001849,11,0.369102,970,0.409878,,,
B44C3,B44C3,,,21,3745.578346,7,0.315323,0.338044,0,11,0.957895,182,0.153846,,,
B60Q3,B60Q3,,,53,17907.82046,7,0.344617,0.377341,0.003726,11,0.304676,404,0.235956,,,
B60R13,B60R13,,,60,17076.88731,7,0.341006,0.373981,0.008046,11,0.295733,506,0.27189,,,
B29C44,B29C44,,,9,2248.864365,7,0.271754,0.287464,0,23,1,28,0.013377,,,
C08J2377,C08J2377,,,9,1124.432182,7,0.271754,0.287464,0,23,1,28,0.013377,,,
C08J2423,C08J2423,,,21,3680.91893,7,0.2807,0.30139,0.000097,23,0.631579,120,0.02666,,,
C08J9,C08J9,,,37,52459.92736,6,0.304319,0.3299,0.000541,23,0.446032,281,0.070356,,,
B29K2001,B29K2001,,,5,464.089714,7,0.279714,0.295685,0,23,1,6,0.012297,,,
B60Q1,B60Q1,,,33,6932.758507,7,0.334056,0.363574,0.001233,26,0.354839,176,0.108765,,,
B60Q2400,B60Q2400,,,13,1632.115021,7,0.301973,0.32217,0,19,0.984848,65,0.036345,,,
B60R19,B60R19,,,17,4298.468475,7,0.307805,0.329966,0.0002,19,0.666667,80,0.043789,,,
B60R2019,B60R2019,,,17,4298.468475,7,0.307805,0.329966,0.0002,19,0.666667,80,0.043789,,,
B62D39,B62D39,,,13,1632.115021,7,0.301973,0.32217,0,19,0.984848,65,0.036345,,,
B65D2203,B65D2203,,,18,5128.647614,7,0.311036,0.331301,0.001312,30,0.419118,57,0.037502,,,
B65D2401,B65D2401,,,10,3878.781258,7,0.305123,0.323418,0.000002,30,0.888889,32,0.031668,,,
H01L31,H01L31,,,49,48084.3807,7,0.360587,0.391945,0.005104,19,0.226064,255,0.177507,,,
H02K1,H02K1,,,7,1645.086189,7,0.280257,0.296373,0,20,0.933333,14,0.015547,,,
H02K15,H02K15,,,7,2807.003067,7,0.280257,0.296373,0,20,0.933333,14,0.015547,,,
H02K3,H02K3,,,7,1221.979584,7,0.280257,0.296373,0,20,0.933333,14,0.015547,,,
H02K5,H02K5,,,8,6114.183304,7,0.280291,0.29659,0.0008,20,0.714286,15,0.015745,,,
H05B33,H05B33,,,30,10687.3925,6,0.344206,0.373064,0.000699,19,0.44335,180,0.144804,,,
B29K2507,B29K2507,,,20,4210.588531,7,0.314293,0.337878,0,11,0.94152,161,0.1422,,,
B29K2995,B29K2995,,,20,4210.588531,7,0.314293,0.337878,0,11,0.94152,161,0.1422,,,
B29L2009,B29L2009,,,12,3450.121445,7,0.31016,0.330363,0,11,0.927273,51,0.086737,,,
B32B2313,B32B2313,,,30,7364.373497,7,0.31832,0.344383,0.000013,11,0.753695,306,0.199426,,,
B60S1,B60S1,,,22,5214.785271,7,0.314593,0.338635,0.000374,11,0.804762,169,0.145425,,,
B65D2581,B65D2581,,,16,9752.915848,7,0.31175,0.332923,0.000127,11,0.67619,71,0.092888,,,
C04B18,C04B18,,,32,10199.87579,6,0.323942,0.349675,0.000398,11,0.567742,264,0.146943,,,
C04B26,C04B26,,,18,2705.176727,7,0.297197,0.320125,0.000057,11,0.669118,91,0.050736,,,
C08J2467,C08J2467,,,16,3884.300789,7,0.302725,0.323807,0.000145,23,0.466667,49,0.046098,,,
E04B1,E04B1,,,56,33444.54339,7,0.335852,0.366271,0.004992,11,0.327273,486,0.227905,,,
